var.nms,ks.pvals,a.ks.pvals,cor.pvals,a.cor.pvals,delta.median,obs.cor,r.ks,r.cor,ave.r
mean.curvature..75..2028,0.000408504893067541,0.00857879723602047,0.00259731269318813,0.175649409630046,0.0961965,-0.186758856707305,175,484,329.5
geodesic.depth..SD.2008,0.0139486799830694,0.0933257006061476,4.04853267071722e-05,0.00946536641689922,-0.1239059565,0.251665696661734,539.5,140,339.75
FreeSurfer.thickness..75..2024,0.000114263277125493,0.00408710952795031,0.00456758678453525,0.259106801166392,-0.11831259728,0.175700261062963,104,577,340.5
travel.depth..skew.1030,0.0105454193940921,0.0763209341362311,0.000103594969093331,0.0184284437054694,0.036288077238,-0.238420093923367,499.5,183.5,341.5
FreeSurfer.thickness..median.2016,0.0165717079516697,0.108533016866569,2.42755759449847e-05,0.00651294678807414,-0.10560715198,0.259067986996369,566.5,121.5,344
mean.curvature..mean.1012,0.00120114820672468,0.0164274681213816,0.00159011707263,0.121605480925414,0.0721477092600002,-0.194890944283498,261,428,344.5
FreeSurfer.curvature..mean.1011,0.00435199451844814,0.0401722570933675,0.000503653844244596,0.0544073211097053,0.00187598214080001,-0.214267709471548,388.5,303,345.75
FreeSurfer.thickness..25..2027,0.000122882629611465,0.00431248473730801,0.0049163150510232,0.27448576869289,-0.0713213086149997,0.175274138543283,106,586.5,346.25
FreeSurfer.curvature..median.2028,0.000133389460436728,0.00432630510132268,0.0047032066831613,0.264963315843922,0.00393882766365,-0.175466594903631,113,581,347
FreeSurfer.thickness..75..2010,0.0283255718719451,0.156336984219044,9.05810082423396e-08,0.000134766604956793,-0.0616036653500003,0.324633992212503,673.5,22,347.75
FreeSurfer.thickness..25..1008,0.000293263502740615,0.00699320660381467,0.00381807466119757,0.227221564231007,-0.07812166214,0.178818078194609,148,550,349
mean.curvature..25..1020,0.00131271115377973,0.0178222098250387,0.00157349816813245,0.12061635075287,0.0843999999999996,-0.196579393009296,274,427,350.5
geodesic.depth..skew.1030,0.0183094093943313,0.11295357039289,2.09980629147161e-05,0.0059431886414533,0.028334312228,-0.26050793600724,587,115.5,351.25
mean.curvature..median.1006,0.00789509936256738,0.0620913677352117,0.000209843123463397,0.0287049731862415,0.25871,-0.229697657066697,463,239.5,351.25
FreeSurfer.thickness..mean.1012,0.0183094093943313,0.11295357039289,2.45987835482557e-05,0.00654600507587278,-0.0432222495100003,0.258405300761351,587,123,355
FreeSurfer.thickness..median.1013,0.00589035476205779,0.0501421503772425,0.000396067166872262,0.0451704859942653,-0.04475390911,0.218108254549894,423.5,287,355.25
mean.curvature..mean.1003,7.84896657357592e-06,0.00064884790341561,0.00727977628459544,0.356880799392623,0.16725513451,-0.166082929649507,44.5,667,355.75
FreeSurfer.thickness..25..2025,0.000854090404957097,0.0133496483463882,0.0026032229428463,0.175686116388288,-0.0615092515900002,0.18600304381108,230,485,357.5
mean.curvature..median.1018,0.00277573270809583,0.0309560759812408,0.00109262499035818,0.0931338857779701,0.0982449999999995,-0.202960044078598,333,384,358.5
FreeSurfer.thickness..75..1029,0.00120114820672468,0.0164274681213816,0.00212800084345665,0.152080711574494,-0.0686111450199998,0.189684024361628,261,458,359.5
FreeSurfer.thickness..median.2010,0.0214024681037144,0.129039191808456,1.4127312987835e-05,0.00444625171609831,-0.0605816841199998,0.266194839284487,617,103.5,360.25
Volume.1024,0.00167633736105099,0.0211388982478295,0.00163310524940549,0.124023711210444,-602.4712,0.194419658113322,290,431,360.5
FreeSurfer.curvature..mean.1007,0.00435199451844814,0.0401722570933675,0.000666799828432452,0.0662380822882463,0.003435429751,-0.209696737656689,388.5,333,360.75
FreeSurfer.thickness..75..2029,0.00319085666785501,0.0327900187967421,0.000960645749990299,0.0847534087229785,-0.0653448104800001,0.203601287827866,350.5,371,360.75
mean.curvature..25..2027,0.000451320724734527,0.00907520592439158,0.00351139862312795,0.214029514796282,0.1191,-0.181805292996531,185,537,361
FreeSurfer.thickness..median.1029,0.000293263502740615,0.00699320660381467,0.00457920210027301,0.259316284864927,-0.0537421703400001,0.175314697165349,148,578,363
mean.curvature..mean.1028,1.21015321435936e-05,0.00084939055800317,0.00757112729307628,0.366049398437992,0.12003829,-0.165280576119165,51,677,364
FreeSurfer.curvature..25..2008,0.000293263502740615,0.00699320660381467,0.00488418482455188,0.27327760442617,0.004998255521,-0.174056815622259,148,585,366.5
Thickness.thickinthehead.1009,0.0183094093943313,0.11295357039289,4.33031561523063e-05,0.00971583156797232,-0.1634,0.250741064170679,587,146.5,366.75
FreeSurfer.thickness..median.2029,0.000854090404957097,0.0133496483463882,0.00298174683125669,0.192880386530849,-0.07149887085,0.183485610269658,230,505.5,367.75
FreeSurfer.thickness..75..1024,0.000227951654069858,0.00623514818485199,0.00523555578513357,0.284192948192572,-0.0799055397499999,0.173023576745004,136,603,369.5
FreeSurfer.thickness..mean.1024,9.39854983169619e-05,0.00342770640920685,0.00653069926771111,0.33347975518941,-0.10514748468,0.168285567171861,99.5,641,370.25
mean.curvature..median.2006,0.00372774656728159,0.0375805344994241,0.000970775605385919,0.0851878859414105,0.250864999999999,-0.204593713396372,369,373,371
mean.curvature..median.1031,0.0199722331867157,0.122323347873498,3.70923140476133e-05,0.0089271501185788,0.12507,-0.253339546437268,607.5,136,371.75
FreeSurfer.thickness..mean.1013,0.0139486799830694,0.0933257006061476,0.000135331253400041,0.0218075627363392,-0.0361689617100001,0.234513115168203,539.5,204.5,372
Volume.2016,0,0,0.0100065414131928,0.443585651463407,5082.6141,-0.159476964872824,16,738,377
FreeSurfer.curvature..median.1028,0.00321209272122513,0.0329173138373485,0.00118618679485308,0.0985427507852058,0.0038117580116,-0.200765165381242,363,393,378
FreeSurfer.thickness..median.2018,0.000175813167332173,0.00519067446409272,0.00634063806296854,0.326833869916451,-0.0660690069149998,0.169858303513558,125.5,634.5,380
FreeSurfer.curvature..25..1007,0.00232165842420506,0.02690520043004,0.00191257268646174,0.13880631523906,0.00502301752500001,-0.191606655864141,311.5,451,381.25
Volume.2029,0,0,0.0107456745687764,0.468964791766848,-6476.8073,-0.157964431054399,16,750,383
FreeSurfer.curvature..25..2031,0.000113079877232969,0.00408404993501596,0.00750157332618827,0.363761225280125,0.00629380345399999,-0.165787356496936,103,675,389
FreeSurfer.thickness..mean.1029,0.00060267497914035,0.010427678708847,0.00448414738081872,0.255222695613573,-0.0472407594699999,0.175722179366457,204,575.5,389.75
Volume.2007,0,0,0.0114106200914512,0.488859101975671,-6701.8724,-0.15668035516259,16,764,390
FreeSurfer.thickness..75..1020,0.0198107341020516,0.121610446963089,8.84752286699482e-05,0.0166407147154281,-0.0562305152399998,0.242531411142098,606,174.5,390.25
FreeSurfer.thickness..mean.2029,0.00120114820672468,0.0164274681213816,0.00318750374123566,0.20101153957977,-0.0507064726099999,0.182236577945116,261,520,390.5
FreeSurfer.curvature..25..1027,6.25804721277046e-05,0.00253356817998096,0.00789854959330077,0.373989343389116,0.00468659400900001,-0.165685293875655,90,691.5,390.75
FreeSurfer.curvature..75..1030,0.00905610220269826,0.0704784522887814,0.000526412537233913,0.0563083259202286,0.0016944371164,-0.213960263366336,478,306,392
FreeSurfer.curvature..skew.2011,0.0183094093943313,0.11295357039289,0.000131910690273464,0.021641063780532,0.025229877682,-0.234890235977942,587,199.5,393.25
mean.curvature..mean.1006,0.00589035476205779,0.0501421503772425,0.000884934809721421,0.0793689662930731,0.21910948324,-0.204986889385473,423.5,364,393.75
Thickness.thickinthehead.2030,0.0308299001597533,0.160626370580227,1.13527054080532e-05,0.00392088510350282,-0.1368,0.268513083525595,696.5,94,395.25
FreeSurfer.thickness..median.2035,0.00150227840151596,0.0199588416201405,0.00308772152130336,0.196527430672565,-0.0612988471950002,0.183182881799789,280,512,396
travel.depth..SD.1031,0.0308299001597533,0.160626370580227,1.52729477939056e-05,0.00471611970779169,-0.15328407368,0.264683954553207,696.5,106,401.25
mean.curvature..75..1035,2.28231932070111e-05,0.00131249171272197,0.0102994495455968,0.454949953106066,0.223532475,-0.159171536947699,64,741,402.5
FreeSurfer.curvature..mean.1035,0.00060267497914035,0.010427678708847,0.00521885388095376,0.283756921892812,0.0059747385219,-0.172755323793114,204,602,403
Thickness.thickinthehead.1015,0.0395483146352845,0.189831910249366,1.67291811557469e-06,0.00109353740911121,-0.1831,0.291936170114907,757.5,50.5,404
FreeSurfer.thickness..75..2031,0.0270986675667928,0.151361926949653,4.22682317770628e-05,0.00960769939085567,-0.0443224906949995,0.251547026687589,665.5,144,404.75
FreeSurfer.thickness..mean.1022,0.000138395243832634,0.00432630510132268,0.00829483162343528,0.388450679124824,-0.0539536335399999,0.163400676170764,113,698.5,405.75
Thickness.thickinthehead.1030,0.0238499468732436,0.134630959587961,9.5643851951907e-05,0.0175875309362297,-0.169,0.239575070997242,639.5,178,408.75
geodesic.depth..SD.1008,0.0503447413124853,0.225369961110043,3.56870765578756e-09,1.16809668296869e-05,-0.0870757229799999,0.355758373076624,811.5,10,410.75
FreeSurfer.thickness..skew.1009,0.00791164201787375,0.0620913677352117,0.000866567675416258,0.0787894016588602,0.061865081466,-0.205339467780196,463,359.5,411.25
Volume.1027,0.0238499468732436,0.134630959587961,0.000111113301928574,0.0192429684399649,-403.034099999999,0.237402093647389,639.5,189,414.25
mean.curvature..25..2025,0.0183094093943313,0.11295357039289,0.000212393872503448,0.0288137899559742,0.0785299999999998,-0.227770861638485,587,242,414.5
FreeSurfer.thickness..skew.1034,0.00589035476205779,0.0501421503772425,0.00135104579676927,0.108127250487453,0.118207017383,-0.197746577602635,423.5,408,415.75
FreeSurfer.thickness..median.1035,0.0281592015796017,0.15588129445851,6.07673699982197e-05,0.0123368946262805,-0.02708148956,0.246494559789854,672,162.5,417.25
FreeSurfer.thickness..median.1023,0.0469877800773307,0.221258913781861,1.22325442251126e-06,0.0008704158304215,-0.0183262824999999,0.296121919944877,790,46,418
FreeSurfer.thickness..mean.1016,0.0238499468732436,0.134630959587961,0.000128262348927325,0.0212032198754483,-0.12929863662,0.23530270273686,639.5,198,418.75
mean.curvature..75..1024,0.0025858381933701,0.0295071106728122,0.00308855450650477,0.196527430672565,0.098917,-0.183177822741306,326,512,419
FreeSurfer.thickness..skew.2024,0.000422021476933265,0.00857879723602047,0.00748658361939565,0.363572981184956,0.080161826002,-0.165510525324877,175,673.5,424.25
FreeSurfer.thickness..25..1010,0.0354604853797919,0.179963172732368,2.16760465533373e-05,0.00601264947202898,-0.05201877654,0.260576098843871,733,117.5,425.25
FreeSurfer.curvature..75..2028,0.00425058362099828,0.0401722570933675,0.00227378104107762,0.159709423653223,0.0019062189385,-0.189204234583995,388.5,466,427.25
FreeSurfer.thickness..median.2020,0.00815384979796629,0.0638575184177571,0.00106733838340174,0.0914548165537211,-0.0592781305300001,0.203757042723798,475,382,428.5
FreeSurfer.thickness..median.2014,0.000638357043533544,0.0109939268608555,0.00655376854739923,0.334136477453267,-0.0551730990399997,0.169517259309042,216,642,429
mean.curvature..mean.2025,0.00435199451844814,0.0401722570933675,0.0023313142175686,0.161668955232514,0.0807126630799999,-0.18802588933417,388.5,472,430.25
FreeSurfer.thickness..mean.2018,0.000293263502740615,0.00699320660381467,0.00872586394552132,0.399752824856641,-0.0564364532799999,0.162349292960347,148,714.5,431.25
FreeSurfer.thickness..median.1011,0.00060267497914035,0.010427678708847,0.00717647860282901,0.355367537570326,-0.04579418898,0.166374290994941,204,661,432.5
travel.depth..SD.2008,0.0308299001597533,0.160626370580227,8.64541831744321e-05,0.016452253141542,-0.10322931208,0.241028011875859,696.5,172,434.25
FreeSurfer.curvature..25..2009,0.0105454193940921,0.0763209341362311,0.000963262965152737,0.0847558612661905,0.00394566357099999,-0.203555211534077,499.5,372,435.75
FreeSurfer.thickness..median.1018,0.000298399335044386,0.00706573634016274,0.00876332829166176,0.400611929227671,-0.0898264646549998,0.163518101919479,157.5,716,436.75
FreeSurfer.thickness..75..2013,0.00435199451844814,0.0401722570933675,0.00262802344576345,0.176994912920184,-0.0529828071599998,0.185828236494058,388.5,486,437.25
mean.curvature..75..1034,0.00918705984884105,0.0711997138285181,0.00124667861631786,0.102527237614391,0.141064625,-0.199521458884792,479.5,397,438.25
mean.curvature..25..2015,0.00319085666785501,0.0327900187967421,0.00331937091693022,0.205773611630133,0.0873325000000005,-0.181473974335753,350.5,528,439.25
mean.curvature..mean.2008,0.000138395243832634,0.00432630510132268,0.0115788242698113,0.49371713015755,0.10613334173,-0.156366024931224,113,769,441
Thickness.thickinthehead.2015,0.0503447413124853,0.225369961110043,5.16601905174775e-06,0.00234993985182088,-0.1204,0.278403870173315,811.5,71.5,441.5
FreeSurfer.convexity..sulc...skew.1015,0.00435199451844814,0.0401722570933675,0.00296620336715047,0.192705191562908,0.046476378195,-0.183583112402963,388.5,503.5,446
mean.curvature..median.2031,0.000341874300881395,0.0078810899817379,0.00977131809174967,0.436928011685064,0.1452225,-0.160286600813295,161.5,732,446.75
FreeSurfer.thickness..mean.1023,0.0503447413124853,0.225369961110043,6.85918271001764e-06,0.00270429221087699,-0.0225105445599998,0.274886890014236,811.5,83.5,447.5
mean.curvature..median.1003,0.000309644062192693,0.00719922444598012,0.0105150458125327,0.461979510731043,0.1669425,-0.159655296618019,160,744.5,452.25
Thickness.thickinthehead.1006,0.0238499468732436,0.134630959587961,0.000293589226821272,0.0362628605110436,-0.3501,0.22280253102681,639.5,265,452.25
FreeSurfer.curvature..mean.1018,0.00435199451844814,0.0401722570933675,0.00315525671910088,0.19937594488939,0.0029440988133,-0.182427411183216,388.5,518,453.25
FreeSurfer.thickness..MAD.1022,0.00017050178494038,0.0051150535482114,0.0124590263840002,0.520158693081886,-0.0396820902825,0.155081785993775,123.5,784,453.75
FreeSurfer.curvature..25..1031,0.000390886249721278,0.00857879723602047,0.00983008230423848,0.438956007957385,0.00379618257300002,-0.160159926457134,175,733,454
mean.curvature..25..1024,0.0196885750926263,0.121060329495157,0.000528260343767263,0.0563219201208472,0.0613600000000005,-0.213903479732209,605,307,456
mean.curvature..75..1007,0.00435199451844814,0.0401722570933675,0.00325308126911892,0.203203621740426,0.0708200000000001,-0.181853835277007,388.5,524,456.25
FreeSurfer.thickness..median.1014,0.0187739319738571,0.115627528050908,0.000545420181229103,0.0575887069899394,-0.038457512855,0.214614300755595,604,310,457
FreeSurfer.convexity..sulc...skew.1027,0.00167633736105099,0.0211388982478295,0.00604224611772441,0.315930748390069,0.048350705016,-0.169846959378833,290,625,457.5
FreeSurfer.thickness..mean.2024,1.8515707471356e-05,0.00112915461956466,0.0173607952085796,0.662292968756827,-0.11064482623,0.147441036902756,58.5,858,458.25
mean.curvature..median.2008,0.00060267497914035,0.010427678708847,0.00868146457569047,0.3985394212127,0.107405,-0.162455433348757,204,713,458.5
FreeSurfer.curvature..median.2020,0.028754759768848,0.158147505666518,0.000213286548695244,0.0288137899559742,0.00402541458610001,-0.229890552568201,676.5,242,459.25
geodesic.depth..MAD.1007,0.0635987895707569,0.261134102873307,1.04484760929089e-06,0.000777263179852401,-0.0847800000000003,0.297384593974484,879.5,44,461.75
FreeSurfer.curvature..75..2025,0.0395483146352845,0.189831910249366,7.65155288981008e-05,0.0148982350655778,0.0020175874233,-0.242772655675391,757.5,169.5,463.5
FreeSurfer.thickness..75..1018,0.00222555054297624,0.02690520043004,0.00587338668684228,0.311077025445801,-0.062222957615,0.171732444852277,311.5,618,464.75
travel.depth..SD.2007,0.0308299001597533,0.160626370580227,0.000193996551320441,0.0270205363506923,-0.0658999795099997,0.229142123619844,696.5,234.5,465.5
FreeSurfer.curvature..mean.2015,0.0238499468732436,0.134630959587961,0.000432446148735127,0.0483094653972777,0.00202824567,-0.216711562211769,639.5,293,466.25
FreeSurfer.thickness..median.2011,1.21015321435936e-05,0.00084939055800317,0.0186878719821018,0.693520149227348,-0.0672365426999999,0.145768707705407,51,882,466.5
LBS.2.1019,0.0503447413124853,0.225369961110043,2.58629797666394e-05,0.00677230275853032,-1.3070673162346e-07,-0.257735735809818,811.5,125,468.25
FreeSurfer.curvature..skew.1015,0.00791164201787375,0.0620913677352117,0.00240579792407056,0.165432187037643,0.0332532206139999,-0.187451266639828,463,476,469.5
mean.curvature..mean.1023,0.00120114820672468,0.0164274681213816,0.00786345503528345,0.373158661886982,0.0746331124099999,-0.164502730218756,261,689,475
FreeSurfer.thickness..mean.2011,0.000422021476933265,0.00857879723602047,0.0118193304243709,0.497897187900951,-0.05527564969,0.155923506969566,175,777,476
FreeSurfer.curvature..mean.1028,0.00060267497914035,0.010427678708847,0.0111924576259515,0.483308097320214,0.00248342076949999,-0.157094193227606,204,758,481
